Date,Simple Date,Outdoor Temperature (°F),Humidity (%),,Event Rain (in)
2022-09-12T21:25:00-04:00,9/12/2022 21:25,71.2,73,,0
2022-09-12T21:20:00-04:00,9/12/2022 21:20,71.2,73,,0
2022-09-12T21:15:00-04:00,9/12/2022 21:15,71.4,73,,0
2022-09-12T21:10:00-04:00,9/12/2022 21:10,71.6,72,,0
2022-09-12T21:05:00-04:00,9/12/2022 21:05,71.8,72,,0
2022-09-12T21:00:00-04:00,9/12/2022 21:00,72.1,72,,0
2022-09-12T20:55:00-04:00,9/12/2022 20:55,72.3,71,,0
2022-09-12T20:50:00-04:00,9/12/2022 20:50,72.5,71,,0
2022-09-12T20:45:00-04:00,9/12/2022 20:45,72.7,70,,0
2022-09-12T20:40:00-04:00,9/12/2022 20:40,72.7,71,,0
2022-09-12T20:35:00-04:00,9/12/2022 20:35,72.9,71,,0
2022-09-12T20:30:00-04:00,9/12/2022 20:30,73.2,71,,0
2022-09-12T20:25:00-04:00,9/12/2022 20:25,73.4,70,,0
2022-09-12T20:20:00-04:00,9/12/2022 20:20,73.6,70,,0
2022-09-12T20:15:00-04:00,9/12/2022 20:15,73.8,69,,0
2022-09-12T20:10:00-04:00,9/12/2022 20:10,73.8,70,,0
2022-09-12T20:05:00-04:00,9/12/2022 20:05,73.9,72,,0
2022-09-12T20:00:00-04:00,9/12/2022 20:00,73.9,71,,0
2022-09-12T19:55:00-04:00,9/12/2022 19:55,74.7,72,,0
2022-09-12T19:50:00-04:00,9/12/2022 19:50,75.2,68,,0
2022-09-12T19:45:00-04:00,9/12/2022 19:45,75,68,,0
2022-09-12T19:40:00-04:00,9/12/2022 19:40,75.2,70,,0
2022-09-12T19:35:00-04:00,9/12/2022 19:35,75.4,70,,0
2022-09-12T19:30:00-04:00,9/12/2022 19:30,75.6,70,,0
2022-09-12T19:25:00-04:00,9/12/2022 19:25,75.7,70,,0
2022-09-12T19:20:00-04:00,9/12/2022 19:20,76.1,68,,0
2022-09-12T19:15:00-04:00,9/12/2022 19:15,76.5,68,,0
2022-09-12T19:10:00-04:00,9/12/2022 19:10,76.6,68,,0
2022-09-12T19:05:00-04:00,9/12/2022 19:05,76.8,69,,0
2022-09-12T19:00:00-04:00,9/12/2022 19:00,77,69,,0
2022-09-12T18:55:00-04:00,9/12/2022 18:55,77.2,69,,0
2022-09-12T18:50:00-04:00,9/12/2022 18:50,77.5,69,,0
2022-09-12T18:45:00-04:00,9/12/2022 18:45,77.7,68,,0
2022-09-12T18:40:00-04:00,9/12/2022 18:40,77.9,68,,0
2022-09-12T18:35:00-04:00,9/12/2022 18:35,78.3,68,,0
2022-09-12T18:30:00-04:00,9/12/2022 18:30,78.4,69,,0
2022-09-12T18:25:00-04:00,9/12/2022 18:25,78.3,69,,0
2022-09-12T18:20:00-04:00,9/12/2022 18:20,78.1,68,,0
2022-09-12T18:15:00-04:00,9/12/2022 18:15,78.3,68,,0
2022-09-12T18:10:00-04:00,9/12/2022 18:10,78.1,69,,0
2022-09-12T18:05:00-04:00,9/12/2022 18:05,77.7,70,,0
2022-09-12T18:00:00-04:00,9/12/2022 18:00,78.1,69,,0
2022-09-12T17:55:00-04:00,9/12/2022 17:55,77.9,69,,0
2022-09-12T17:50:00-04:00,9/12/2022 17:50,78.1,68,,0
2022-09-12T17:45:00-04:00,9/12/2022 17:45,78.6,68,,0
2022-09-12T17:40:00-04:00,9/12/2022 17:40,79.3,68,,0
2022-09-12T17:35:00-04:00,9/12/2022 17:35,79.3,66,,0
2022-09-12T17:30:00-04:00,9/12/2022 17:30,79.5,68,,0
2022-09-12T17:25:00-04:00,9/12/2022 17:25,79,69,,0
2022-09-12T17:20:00-04:00,9/12/2022 17:20,78.6,68,,0
2022-09-12T17:15:00-04:00,9/12/2022 17:15,78.6,68,,0
2022-09-12T17:10:00-04:00,9/12/2022 17:10,79,67,,0
2022-09-12T17:05:00-04:00,9/12/2022 17:05,79,69,,0
2022-09-12T17:00:00-04:00,9/12/2022 17:00,79.3,66,,0
2022-09-12T16:55:00-04:00,9/12/2022 16:55,80.2,65,,0
2022-09-12T16:50:00-04:00,9/12/2022 16:50,79.3,67,,0
2022-09-12T16:45:00-04:00,9/12/2022 16:45,80.1,65,,0
2022-09-12T16:40:00-04:00,9/12/2022 16:40,80.1,65,,0
2022-09-12T16:35:00-04:00,9/12/2022 16:35,79.7,65,,0
2022-09-12T16:30:00-04:00,9/12/2022 16:30,79,67,,0
2022-09-12T16:25:00-04:00,9/12/2022 16:25,79.5,66,,0
2022-09-12T16:20:00-04:00,9/12/2022 16:20,80.6,64,,0
2022-09-12T16:15:00-04:00,9/12/2022 16:15,79.9,62,,0
2022-09-12T16:10:00-04:00,9/12/2022 16:10,79.7,61,,0
2022-09-12T16:05:00-04:00,9/12/2022 16:05,79.9,62,,0
2022-09-12T16:00:00-04:00,9/12/2022 16:00,80.1,63,,0
2022-09-12T15:55:00-04:00,9/12/2022 15:55,79.9,62,,0
2022-09-12T15:50:00-04:00,9/12/2022 15:50,80.1,62,,0
2022-09-12T15:45:00-04:00,9/12/2022 15:45,79.7,64,,0
2022-09-12T15:40:00-04:00,9/12/2022 15:40,79.9,65,,0
2022-09-12T15:35:00-04:00,9/12/2022 15:35,80.6,62,,0
2022-09-12T15:30:00-04:00,9/12/2022 15:30,80.4,65,,0
2022-09-12T15:25:00-04:00,9/12/2022 15:25,80.1,64,,0
2022-09-12T15:20:00-04:00,9/12/2022 15:20,80.1,66,,0
2022-09-12T15:15:00-04:00,9/12/2022 15:15,80.1,65,,0
2022-09-12T15:10:00-04:00,9/12/2022 15:10,80.1,65,,0
2022-09-12T15:05:00-04:00,9/12/2022 15:05,80.4,64,,0
2022-09-12T15:00:00-04:00,9/12/2022 15:00,79.5,64,,0
2022-09-12T14:55:00-04:00,9/12/2022 14:55,79.3,67,,0
2022-09-12T14:50:00-04:00,9/12/2022 14:50,79.7,66,,0
2022-09-12T14:45:00-04:00,9/12/2022 14:45,79.7,67,,0
2022-09-12T14:40:00-04:00,9/12/2022 14:40,80.1,66,,0
2022-09-12T14:35:00-04:00,9/12/2022 14:35,80.1,63,,0
2022-09-12T14:30:00-04:00,9/12/2022 14:30,80.2,64,,0
2022-09-12T14:25:00-04:00,9/12/2022 14:25,80.2,64,,0
2022-09-12T14:20:00-04:00,9/12/2022 14:20,80.2,66,,0
2022-09-12T14:15:00-04:00,9/12/2022 14:15,79.3,67,,0
2022-09-12T14:10:00-04:00,9/12/2022 14:10,79.9,66,,0
2022-09-12T14:05:00-04:00,9/12/2022 14:05,80.8,66,,0
2022-09-12T14:00:00-04:00,9/12/2022 14:00,80.4,64,,0
2022-09-12T13:55:00-04:00,9/12/2022 13:55,80.1,65,,0
2022-09-12T13:50:00-04:00,9/12/2022 13:50,80.1,65,,0
2022-09-12T13:45:00-04:00,9/12/2022 13:45,79.9,65,,0
2022-09-12T13:40:00-04:00,9/12/2022 13:40,79.5,68,,0
2022-09-12T13:35:00-04:00,9/12/2022 13:35,78.8,69,,0
2022-09-12T13:30:00-04:00,9/12/2022 13:30,78.3,71,,0
2022-09-11T23:55:00-04:00,9/11/2022 23:55,73,93,,0
2022-09-11T23:50:00-04:00,9/11/2022 23:50,73.2,93,,0
2022-09-11T23:45:00-04:00,9/11/2022 23:45,73.2,92,,0
2022-09-11T23:40:00-04:00,9/11/2022 23:40,73.2,92,,0
2022-09-11T23:35:00-04:00,9/11/2022 23:35,73.2,92,,0
2022-09-11T23:30:00-04:00,9/11/2022 23:30,73,92,,0
2022-09-11T23:25:00-04:00,9/11/2022 23:25,73,93,,0
2022-09-11T23:20:00-04:00,9/11/2022 23:20,73,92,,0
2022-09-11T23:15:00-04:00,9/11/2022 23:15,73.2,92,,0
2022-09-11T23:10:00-04:00,9/11/2022 23:10,73.2,92,,0
2022-09-11T23:05:00-04:00,9/11/2022 23:05,73.4,91,,0
2022-09-11T23:00:00-04:00,9/11/2022 23:00,73.4,91,,0
2022-09-11T22:55:00-04:00,9/11/2022 22:55,73.2,91,,0
2022-09-11T22:50:00-04:00,9/11/2022 22:50,73.2,91,,0
2022-09-11T22:45:00-04:00,9/11/2022 22:45,73.2,91,,0
2022-09-11T22:40:00-04:00,9/11/2022 22:40,73.2,91,,0
2022-09-11T22:35:00-04:00,9/11/2022 22:35,73.4,90,,0
2022-09-11T22:30:00-04:00,9/11/2022 22:30,73.6,90,,0
2022-09-11T22:25:00-04:00,9/11/2022 22:25,73.6,89,,0
2022-09-11T22:20:00-04:00,9/11/2022 22:20,73.8,89,,0
2022-09-11T22:15:00-04:00,9/11/2022 22:15,73.8,89,,0
2022-09-11T22:10:00-04:00,9/11/2022 22:10,73.8,89,,0
2022-09-11T22:05:00-04:00,9/11/2022 22:05,73.9,89,,0
2022-09-11T22:00:00-04:00,9/11/2022 22:00,73.9,88,,0
2022-09-11T21:55:00-04:00,9/11/2022 21:55,74.1,88,,0
2022-09-11T21:50:00-04:00,9/11/2022 21:50,74.1,88,,0
2022-09-11T21:45:00-04:00,9/11/2022 21:45,74.1,88,,0
2022-09-11T21:40:00-04:00,9/11/2022 21:40,74.3,88,,0
2022-09-11T21:35:00-04:00,9/11/2022 21:35,74.3,87,,0
2022-09-11T21:30:00-04:00,9/11/2022 21:30,74.5,87,,0
2022-09-11T21:25:00-04:00,9/11/2022 21:25,74.5,87,,0
2022-09-11T21:20:00-04:00,9/11/2022 21:20,74.7,87,,0
2022-09-11T21:15:00-04:00,9/11/2022 21:15,74.8,87,,0
2022-09-11T21:10:00-04:00,9/11/2022 21:10,74.8,86,,0
2022-09-11T21:05:00-04:00,9/11/2022 21:05,74.8,86,,0
2022-09-11T21:00:00-04:00,9/11/2022 21:00,74.8,87,,0
2022-09-11T20:55:00-04:00,9/11/2022 20:55,75,86,,0
2022-09-11T20:50:00-04:00,9/11/2022 20:50,75,86,,0
2022-09-11T20:45:00-04:00,9/11/2022 20:45,75,86,,0
2022-09-11T20:40:00-04:00,9/11/2022 20:40,75.2,86,,0
2022-09-11T20:35:00-04:00,9/11/2022 20:35,75.2,85,,0
2022-09-11T20:30:00-04:00,9/11/2022 20:30,75.4,85,,0
2022-09-11T20:25:00-04:00,9/11/2022 20:25,75.6,85,,0
2022-09-11T20:20:00-04:00,9/11/2022 20:20,75.6,86,,0
2022-09-11T20:15:00-04:00,9/11/2022 20:15,75.7,85,,0
2022-09-11T20:10:00-04:00,9/11/2022 20:10,75.7,85,,0
2022-09-11T20:05:00-04:00,9/11/2022 20:05,76.1,85,,0
2022-09-11T20:00:00-04:00,9/11/2022 20:00,76.3,84,,0
2022-09-11T19:55:00-04:00,9/11/2022 19:55,76.6,84,,0
2022-09-11T19:50:00-04:00,9/11/2022 19:50,76.8,83,,0
2022-09-11T19:45:00-04:00,9/11/2022 19:45,77.2,83,,0
2022-09-11T19:40:00-04:00,9/11/2022 19:40,77.4,82,,0
2022-09-11T19:35:00-04:00,9/11/2022 19:35,77.7,81,,0
2022-09-11T19:30:00-04:00,9/11/2022 19:30,77.9,81,,0
2022-09-11T19:25:00-04:00,9/11/2022 19:25,78.1,80,,0
2022-09-11T19:20:00-04:00,9/11/2022 19:20,78.1,80,,0
2022-09-11T19:15:00-04:00,9/11/2022 19:15,78.3,80,,0
2022-09-11T19:10:00-04:00,9/11/2022 19:10,78.4,79,,0
2022-09-11T19:05:00-04:00,9/11/2022 19:05,78.8,79,,0
2022-09-11T19:00:00-04:00,9/11/2022 19:00,79,77,,0
2022-09-11T18:55:00-04:00,9/11/2022 18:55,79.3,76,,0.19
2022-09-11T18:50:00-04:00,9/11/2022 18:50,79.7,76,,0.19
2022-09-11T18:45:00-04:00,9/11/2022 18:45,79.9,73,,0.19
2022-09-11T18:40:00-04:00,9/11/2022 18:40,80.2,73,,0.19
2022-09-11T18:35:00-04:00,9/11/2022 18:35,80.8,72,,0.19
2022-09-11T18:30:00-04:00,9/11/2022 18:30,81,73,,0.19
2022-09-11T18:25:00-04:00,9/11/2022 18:25,80.8,72,,0.19
2022-09-11T18:20:00-04:00,9/11/2022 18:20,80.8,73,,0.19
2022-09-11T18:15:00-04:00,9/11/2022 18:15,80.8,73,,0.19
2022-09-11T18:10:00-04:00,9/11/2022 18:10,80.6,72,,0.19
2022-09-11T18:05:00-04:00,9/11/2022 18:05,80.8,73,,0.19
2022-09-11T18:00:00-04:00,9/11/2022 18:00,80.8,72,,0.19
2022-09-11T17:55:00-04:00,9/11/2022 17:55,80.8,72,,0.19
2022-09-11T17:50:00-04:00,9/11/2022 17:50,81,74,,0.19
2022-09-11T17:45:00-04:00,9/11/2022 17:45,80.8,74,,0.19
2022-09-11T17:40:00-04:00,9/11/2022 17:40,79.5,76,,0.19
2022-09-11T17:35:00-04:00,9/11/2022 17:35,79.7,76,,0.19
2022-09-11T17:30:00-04:00,9/11/2022 17:30,79.7,75,,0.19
2022-09-11T17:25:00-04:00,9/11/2022 17:25,80.1,74,,0.19
2022-09-11T17:20:00-04:00,9/11/2022 17:20,80.8,72,,0.19
2022-09-11T17:15:00-04:00,9/11/2022 17:15,81.3,72,,0.19
2022-09-11T17:10:00-04:00,9/11/2022 17:10,81.1,71,,0.19
2022-09-11T17:05:00-04:00,9/11/2022 17:05,81,74,,0.19
2022-09-11T17:00:00-04:00,9/11/2022 17:00,80.6,74,,0.19
2022-09-11T16:55:00-04:00,9/11/2022 16:55,80.4,74,,0.19
2022-09-11T16:50:00-04:00,9/11/2022 16:50,80.2,74,,0.19
2022-09-11T16:45:00-04:00,9/11/2022 16:45,80.6,75,,0.19
2022-09-11T16:40:00-04:00,9/11/2022 16:40,79.9,75,,0.19
2022-09-11T16:35:00-04:00,9/11/2022 16:35,79.7,77,,0.19
2022-09-11T16:30:00-04:00,9/11/2022 16:30,79.7,76,,0.19
2022-09-11T16:25:00-04:00,9/11/2022 16:25,79.9,77,,0.19
2022-09-11T16:20:00-04:00,9/11/2022 16:20,80.6,75,,0.19
2022-09-11T16:15:00-04:00,9/11/2022 16:15,80.8,77,,0.19
2022-09-11T16:10:00-04:00,9/11/2022 16:10,80.2,78,,0.19
2022-09-11T16:05:00-04:00,9/11/2022 16:05,79.9,77,,0.19
2022-09-11T16:00:00-04:00,9/11/2022 16:00,79.9,76,,0.19
2022-09-11T15:55:00-04:00,9/11/2022 15:55,79.7,77,,0.19
2022-09-11T15:50:00-04:00,9/11/2022 15:50,79.7,78,,0.19
2022-09-11T15:45:00-04:00,9/11/2022 15:45,79.7,81,,0.19
2022-09-11T15:40:00-04:00,9/11/2022 15:40,79.5,77,,0.19
2022-09-11T15:35:00-04:00,9/11/2022 15:35,79.2,80,,0.19
2022-09-11T15:30:00-04:00,9/11/2022 15:30,78.8,79,,0.19
2022-09-11T15:25:00-04:00,9/11/2022 15:25,79,79,,0.19
2022-09-11T15:20:00-04:00,9/11/2022 15:20,79.3,79,,0.19
2022-09-11T15:15:00-04:00,9/11/2022 15:15,79.3,78,,0.19
2022-09-11T15:10:00-04:00,9/11/2022 15:10,79.2,79,,0.19
2022-09-11T15:05:00-04:00,9/11/2022 15:05,79.3,78,,0.19
2022-09-11T15:00:00-04:00,9/11/2022 15:00,79.2,78,,0.19
2022-09-11T14:55:00-04:00,9/11/2022 14:55,79,80,,0.19
2022-09-11T14:50:00-04:00,9/11/2022 14:50,79,77,,0.19
2022-09-11T14:45:00-04:00,9/11/2022 14:45,79.2,77,,0.19
2022-09-11T14:40:00-04:00,9/11/2022 14:40,79.2,76,,0.19
2022-09-11T14:35:00-04:00,9/11/2022 14:35,79.3,77,,0.19
2022-09-11T14:30:00-04:00,9/11/2022 14:30,79.2,78,,0.19
2022-09-11T14:25:00-04:00,9/11/2022 14:25,79.5,79,,0.19
2022-09-11T14:20:00-04:00,9/11/2022 14:20,79.7,78,,0.19
2022-09-11T14:15:00-04:00,9/11/2022 14:15,79.2,80,,0.19
2022-09-11T14:10:00-04:00,9/11/2022 14:10,78.1,83,,0.19
2022-09-11T14:05:00-04:00,9/11/2022 14:05,77.7,84,,0.19
2022-09-11T14:00:00-04:00,9/11/2022 14:00,77.4,82,,0.19
2022-09-11T13:55:00-04:00,9/11/2022 13:55,77.5,81,,0.19
2022-09-11T13:50:00-04:00,9/11/2022 13:50,77.9,79,,0.19
2022-09-11T13:45:00-04:00,9/11/2022 13:45,77.5,82,,0.19
2022-09-11T13:40:00-04:00,9/11/2022 13:40,77.2,85,,0.19
2022-09-11T13:35:00-04:00,9/11/2022 13:35,76.8,84,,0.19
2022-09-11T13:30:00-04:00,9/11/2022 13:30,76.5,85,,0.19
2022-09-10T23:55:00-04:00,9/10/2022 23:55,70,96,,0.18
2022-09-10T23:50:00-04:00,9/10/2022 23:50,70,96,,0.18
2022-09-10T23:45:00-04:00,9/10/2022 23:45,70,96,,0.18
2022-09-10T23:40:00-04:00,9/10/2022 23:40,70,96,,0.18
2022-09-10T23:35:00-04:00,9/10/2022 23:35,70,96,,0.18
2022-09-10T23:30:00-04:00,9/10/2022 23:30,70,96,,0.18
2022-09-10T23:25:00-04:00,9/10/2022 23:25,70,96,,0.18
2022-09-10T23:20:00-04:00,9/10/2022 23:20,69.8,96,,0.18
2022-09-10T23:15:00-04:00,9/10/2022 23:15,69.8,96,,0.18
2022-09-10T23:10:00-04:00,9/10/2022 23:10,69.8,96,,0.18
2022-09-10T23:05:00-04:00,9/10/2022 23:05,69.8,96,,0.18
2022-09-10T23:00:00-04:00,9/10/2022 23:00,69.8,96,,0.18
2022-09-10T22:55:00-04:00,9/10/2022 22:55,69.8,96,,0.18
2022-09-10T22:50:00-04:00,9/10/2022 22:50,69.6,96,,0.18
2022-09-10T22:45:00-04:00,9/10/2022 22:45,69.6,96,,0.18
2022-09-10T22:40:00-04:00,9/10/2022 22:40,69.6,96,,0.18
2022-09-10T22:35:00-04:00,9/10/2022 22:35,69.6,96,,0.18
2022-09-10T22:30:00-04:00,9/10/2022 22:30,69.8,96,,0.18
2022-09-10T22:25:00-04:00,9/10/2022 22:25,69.6,96,,0.18
2022-09-10T22:20:00-04:00,9/10/2022 22:20,69.8,96,,0.18
2022-09-10T22:15:00-04:00,9/10/2022 22:15,69.8,96,,0.18
2022-09-10T22:10:00-04:00,9/10/2022 22:10,69.8,96,,0.18
2022-09-10T22:05:00-04:00,9/10/2022 22:05,69.8,96,,0.18
2022-09-10T22:00:00-04:00,9/10/2022 22:00,69.8,96,,0.18
2022-09-10T21:55:00-04:00,9/10/2022 21:55,69.8,96,,0.18
2022-09-10T21:50:00-04:00,9/10/2022 21:50,69.8,96,,0.18
2022-09-10T21:45:00-04:00,9/10/2022 21:45,69.8,96,,0.18
2022-09-10T21:40:00-04:00,9/10/2022 21:40,69.8,96,,0.18
2022-09-10T21:35:00-04:00,9/10/2022 21:35,69.8,96,,0.18
2022-09-10T21:30:00-04:00,9/10/2022 21:30,69.6,96,,0.18
2022-09-10T21:25:00-04:00,9/10/2022 21:25,69.6,96,,0.18
2022-09-10T21:20:00-04:00,9/10/2022 21:20,69.6,96,,0.18
2022-09-10T21:15:00-04:00,9/10/2022 21:15,69.6,96,,0.18
2022-09-10T21:10:00-04:00,9/10/2022 21:10,69.6,96,,0.18
2022-09-10T21:05:00-04:00,9/10/2022 21:05,69.6,96,,0.18
2022-09-10T21:00:00-04:00,9/10/2022 21:00,69.8,96,,0.18
2022-09-10T20:55:00-04:00,9/10/2022 20:55,69.8,96,,0.18
2022-09-10T20:50:00-04:00,9/10/2022 20:50,69.8,96,,0.18
2022-09-10T20:45:00-04:00,9/10/2022 20:45,69.8,96,,0.18
2022-09-10T20:40:00-04:00,9/10/2022 20:40,69.8,96,,0.18
2022-09-10T20:35:00-04:00,9/10/2022 20:35,69.8,96,,0.18
2022-09-10T20:30:00-04:00,9/10/2022 20:30,69.8,96,,0.18
2022-09-10T20:25:00-04:00,9/10/2022 20:25,69.8,96,,0.18
2022-09-10T20:20:00-04:00,9/10/2022 20:20,69.8,96,,0.18
2022-09-10T20:15:00-04:00,9/10/2022 20:15,69.8,96,,0.18
2022-09-10T20:10:00-04:00,9/10/2022 20:10,69.8,96,,0.18
2022-09-10T20:05:00-04:00,9/10/2022 20:05,69.8,96,,0.18
2022-09-10T20:00:00-04:00,9/10/2022 20:00,69.8,96,,0.18
2022-09-10T19:55:00-04:00,9/10/2022 19:55,70,96,,0.18
2022-09-10T19:50:00-04:00,9/10/2022 19:50,70,95,,0.18
2022-09-10T19:45:00-04:00,9/10/2022 19:45,70.2,96,,0.18
2022-09-10T19:40:00-04:00,9/10/2022 19:40,70.2,96,,0.18
2022-09-10T19:35:00-04:00,9/10/2022 19:35,70.2,96,,0.18
2022-09-10T19:30:00-04:00,9/10/2022 19:30,70.2,95,,0.18
2022-09-10T19:25:00-04:00,9/10/2022 19:25,70.2,95,,0.18
2022-09-10T19:20:00-04:00,9/10/2022 19:20,70.2,95,,0.18
2022-09-10T19:15:00-04:00,9/10/2022 19:15,70.2,95,,0.18
2022-09-10T19:10:00-04:00,9/10/2022 19:10,70.2,95,,0.18
2022-09-10T19:05:00-04:00,9/10/2022 19:05,70.2,95,,0.18
2022-09-10T19:00:00-04:00,9/10/2022 19:00,70.2,95,,0.18
2022-09-10T18:55:00-04:00,9/10/2022 18:55,70.2,95,,0.18
2022-09-10T18:50:00-04:00,9/10/2022 18:50,70.2,95,,0.18
2022-09-10T18:45:00-04:00,9/10/2022 18:45,70.2,95,,0.18
2022-09-10T18:40:00-04:00,9/10/2022 18:40,70.2,96,,0.18
2022-09-10T18:35:00-04:00,9/10/2022 18:35,70.2,96,,0.18
2022-09-10T18:30:00-04:00,9/10/2022 18:30,70.3,95,,0.18
2022-09-10T18:25:00-04:00,9/10/2022 18:25,70.3,95,,0.16
2022-09-10T18:20:00-04:00,9/10/2022 18:20,70.5,95,,0.15
2022-09-10T18:15:00-04:00,9/10/2022 18:15,70.9,94,,0.14
2022-09-10T18:10:00-04:00,9/10/2022 18:10,71.2,93,,0.13
2022-09-10T18:05:00-04:00,9/10/2022 18:05,71.4,93,,0.12
2022-09-10T18:00:00-04:00,9/10/2022 18:00,71.8,91,,0.12
2022-09-10T17:55:00-04:00,9/10/2022 17:55,72,88,,0.12
2022-09-10T17:50:00-04:00,9/10/2022 17:50,71.8,89,,0.12
2022-09-10T17:45:00-04:00,9/10/2022 17:45,72,88,,0.12
2022-09-10T17:40:00-04:00,9/10/2022 17:40,72.1,87,,0.12
2022-09-10T17:35:00-04:00,9/10/2022 17:35,72,88,,0.12
2022-09-10T17:30:00-04:00,9/10/2022 17:30,72,89,,0.12
2022-09-10T17:25:00-04:00,9/10/2022 17:25,72.3,87,,0.12
2022-09-10T17:20:00-04:00,9/10/2022 17:20,72.9,87,,0.12
2022-09-10T17:15:00-04:00,9/10/2022 17:15,72.9,86,,0.12
2022-09-10T17:10:00-04:00,9/10/2022 17:10,72.5,87,,0.12
2022-09-10T17:05:00-04:00,9/10/2022 17:05,72.1,88,,0.12
2022-09-10T17:00:00-04:00,9/10/2022 17:00,71.6,88,,0.12
2022-09-10T16:55:00-04:00,9/10/2022 16:55,71.6,89,,0.12
2022-09-10T16:50:00-04:00,9/10/2022 16:50,71.6,89,,0.12
2022-09-10T16:45:00-04:00,9/10/2022 16:45,71.6,88,,0.12
2022-09-10T16:40:00-04:00,9/10/2022 16:40,71.6,88,,0.12
2022-09-10T16:35:00-04:00,9/10/2022 16:35,71.8,88,,0.12
2022-09-10T16:30:00-04:00,9/10/2022 16:30,72.1,87,,0.12
2022-09-10T16:25:00-04:00,9/10/2022 16:25,72,88,,0.12
2022-09-10T16:20:00-04:00,9/10/2022 16:20,72,88,,0.12
2022-09-10T16:15:00-04:00,9/10/2022 16:15,72,87,,0.12
2022-09-10T16:11:00-04:00,9/10/2022 16:11,72.1,87,,0.12
2022-09-10T16:05:00-04:00,9/10/2022 16:05,72.3,86,,0.12
2022-09-10T16:00:00-04:00,9/10/2022 16:00,71.8,87,,0.12
2022-09-10T15:55:00-04:00,9/10/2022 15:55,71.6,88,,0.12
2022-09-10T15:51:00-04:00,9/10/2022 15:51,71.8,88,,0.12
2022-09-10T15:45:00-04:00,9/10/2022 15:45,71.8,88,,0.12
2022-09-10T15:40:00-04:00,9/10/2022 15:40,71.8,87,,0.12
2022-09-10T15:35:00-04:00,9/10/2022 15:35,71.6,88,,0.12
2022-09-10T15:31:00-04:00,9/10/2022 15:31,71.8,88,,0.12
2022-09-10T15:25:00-04:00,9/10/2022 15:25,71.6,88,,0.12
2022-09-10T15:20:00-04:00,9/10/2022 15:20,71.2,89,,0.12
2022-09-10T15:15:00-04:00,9/10/2022 15:15,71.4,88,,0.12
2022-09-10T15:11:00-04:00,9/10/2022 15:11,71.8,87,,0.12
2022-09-10T15:05:00-04:00,9/10/2022 15:05,71.6,88,,0.12
2022-09-10T15:00:00-04:00,9/10/2022 15:00,72.1,87,,0.12
2022-09-10T14:55:00-04:00,9/10/2022 14:55,72.5,87,,0.12
2022-09-10T14:51:00-04:00,9/10/2022 14:51,72.5,86,,0.12
2022-09-10T14:45:00-04:00,9/10/2022 14:45,72.7,86,,0.12
2022-09-10T14:40:00-04:00,9/10/2022 14:40,72.3,86,,0.12
2022-09-10T14:35:00-04:00,9/10/2022 14:35,72.1,87,,0.12
2022-09-10T14:31:00-04:00,9/10/2022 14:31,72,87,,0.12
2022-09-10T14:25:00-04:00,9/10/2022 14:25,71.6,88,,0.12
2022-09-10T14:20:00-04:00,9/10/2022 14:20,71.2,88,,0.12
2022-09-10T14:15:00-04:00,9/10/2022 14:15,70.9,89,,0.12
2022-09-10T14:11:00-04:00,9/10/2022 14:11,70.7,89,,0.12
2022-09-10T14:05:00-04:00,9/10/2022 14:05,70.7,89,,0.12
2022-09-10T14:00:00-04:00,9/10/2022 14:00,70.9,89,,0.12
2022-09-10T13:55:00-04:00,9/10/2022 13:55,70.7,89,,0.12
2022-09-10T13:51:00-04:00,9/10/2022 13:51,71.1,88,,0.12
2022-09-10T13:45:00-04:00,9/10/2022 13:45,71.4,88,,0.12
2022-09-10T13:40:00-04:00,9/10/2022 13:40,72,87,,0.12
2022-09-10T13:35:00-04:00,9/10/2022 13:35,71.8,87,,0.12
2022-09-10T13:31:00-04:00,9/10/2022 13:31,71.4,88,,0.12
2022-09-09T23:55:00-04:00,9/9/2022 23:55,73,73,,0
2022-09-09T23:50:00-04:00,9/9/2022 23:50,73,73,,0
2022-09-09T23:45:00-04:00,9/9/2022 23:45,73,73,,0
2022-09-09T23:40:00-04:00,9/9/2022 23:40,73.2,73,,0
2022-09-09T23:35:00-04:00,9/9/2022 23:35,73.2,73,,0
2022-09-09T23:30:00-04:00,9/9/2022 23:30,73.4,72,,0
2022-09-09T23:25:00-04:00,9/9/2022 23:25,73.6,72,,0
2022-09-09T23:20:00-04:00,9/9/2022 23:20,73.6,71,,0
2022-09-09T23:15:00-04:00,9/9/2022 23:15,73.6,72,,0
2022-09-09T23:10:00-04:00,9/9/2022 23:10,73.6,72,,0
2022-09-09T23:05:00-04:00,9/9/2022 23:05,73.8,71,,0
2022-09-09T23:00:00-04:00,9/9/2022 23:00,73.8,71,,0
2022-09-09T22:55:00-04:00,9/9/2022 22:55,73.8,71,,0
2022-09-09T22:50:00-04:00,9/9/2022 22:50,73.8,71,,0
2022-09-09T22:45:00-04:00,9/9/2022 22:45,73.8,71,,0
2022-09-09T22:40:00-04:00,9/9/2022 22:40,73.8,72,,0
2022-09-09T22:35:00-04:00,9/9/2022 22:35,73.8,72,,0
2022-09-09T22:30:00-04:00,9/9/2022 22:30,73.8,72,,0
2022-09-09T22:25:00-04:00,9/9/2022 22:25,73.8,72,,0
2022-09-09T22:20:00-04:00,9/9/2022 22:20,73.6,73,,0
2022-09-09T22:15:00-04:00,9/9/2022 22:15,73.6,73,,0
